x,y,z
-0.1536799751276794,0.013233483516660371,-0.8958878524731209
-0.15503108577465063,0.013914900805776953,-0.8957098954974281
-0.15557229145322093,0.014232131249269697,-0.8956349269667208
-0.15592534039957684,0.01433646890941298,-0.8955945620271638
-0.15526930051570442,0.014262336600925185,-0.8956596017406688
-0.15507078687160192,0.013748637719673384,-0.8957201712641958
-0.15458129469875548,0.013118156692198013,-0.8958165716285225
-0.15372099573857145,0.01324168083923355,-0.8958834892235216
-0.15342759678007978,0.013643884253312644,-0.8958763412886277
-0.15393728032552456,0.013568326323507796,-0.8958368937731659
-0.1544450256052312,0.013978727060160068,-0.8957571730946974
-0.15492649050590623,0.014442677697534878,-0.8956753536379268
-0.1551714477685615,0.013976232222855156,-0.8956921954419115
-0.15425941497997053,0.013261936542113606,-0.8958334884008275
-0.1546468094605289,0.013249789060474415,-0.8957997367126205
-0.15537587103862682,0.013532062081254737,-0.8957108205425846
-0.15527770322797485,0.013352582297524174,-0.8957345679857732
-0.1561451450629061,0.01457261714049718,-0.8955551829302824
-0.15704976574270058,0.014909152872658649,-0.8954459966408386
-0.1556125168580289,0.013898951667292214,-0.8956590484034395
-0.15419567782330423,0.013435238633470237,-0.8958247836362494
-0.15309165841728767,0.01267241242706002,-0.8959873437346825
-0.15349668258573557,0.01278072994671342,-0.8959419835623539
-0.1541223807816543,0.013456563552338152,-0.8958295860209841
-0.15406274818311916,0.013748934724114426,-0.8958106026309066
-0.15265729800514372,0.013318545588579034,-0.8959725422879607
-0.15333619348204452,0.013160361023272171,-0.8959247877271876
-0.15383433267268787,0.013168617746733557,-0.8958794001179133
-0.15372012302757732,0.012590260998663672,-0.8959377862186801
-0.15453013022879647,0.012299642153089652,-0.8958892890921204
-0.15564908139312017,0.013194516533993728,-0.895714398522115
-0.15492757665151258,0.013719174879120555,-0.8957354744335374
-0.1545038473451923,0.01437270345122188,-0.8957191034758464
-0.1536768920101541,0.013713709997405066,-0.8958481591417873
-0.15320889074501887,0.012874850654084335,-0.8959599746752549
-0.15301931681451153,0.012789135172395327,-0.8959841202744507
-0.152554149784224,0.012561303065660667,-0.8960448247349477
-0.1532910722279368,0.012712062519941059,-0.8959661492501134
-0.15383707225278886,0.012959110814012131,-0.8958965918690418
-0.1525043624218525,0.012101777794457591,-0.8960875393911578
-0.15268977364478564,0.013069834069638075,-0.8959903287400555
-0.15363155514958438,0.013615015421641896,-0.8958604419355205
-0.15411193288629121,0.013841095202174358,-0.8957985183951045
