theta,tx,ty
-1.80292e-07,-0.0026738,-0.00241745
-2.30871e-06,-0.00129714,-0.00154895
-3.57794e-05,0.0283303,0.00917635
-6.64315e-05,0.0709545,0.0187894
-7.09329e-05,0.115933,0.032109
-6.27046e-05,0.140351,0.0416308
-6.77975e-05,0.152695,0.0428511
-6.97565e-05,0.163697,0.0446551
-0.000106414,0.203088,0.0547285
-0.000145095,0.24276,0.0638666
-0.000162185,0.267601,0.0673677
-0.000171131,0.282773,0.0686897
-0.000200778,0.331254,0.0777719
-0.000216753,0.359403,0.0812633
-0.000242324,0.407287,0.0850938
-0.000269436,0.457815,0.0907886
-0.000302856,0.482592,0.107803
-0.000345823,0.508942,0.131356
-0.000350176,0.52774,0.139334
