theta,tx,ty
1.08116e-05,-0.103332,0.00192996
-7.28234e-06,-0.274683,-0.00696864
-3.25792e-05,-0.436089,-0.0125543
-6.67432e-06,-0.64036,-0.00743617
-1.1423e-05,-0.772594,-0.0006855
-1.99403e-05,-0.947908,0.00292964
-2.60328e-05,-1.06917,0.0051421
-1.47727e-05,-1.24732,0.0083295
-2.48272e-05,-1.3903,0.0105535
-7.35401e-06,-1.58032,0.0187336
-2.47489e-05,-1.70903,0.0223807
-6.17366e-06,-1.86074,0.0317616
-2.6409e-05,-1.95282,0.0335024
7.30799e-07,-2.06594,0.0460574
2.48037e-05,-2.20309,0.0637983
1.1529e-05,-2.29993,0.070242
6.50844e-06,-2.43671,0.0810008
4.36175e-06,-2.57713,0.0927441
-9.80311e-06,-2.72355,0.101871
