theta,tx,ty
2.48467e-05,0.636707,0.0330688
7.42467e-05,1.18027,0.138815
7.5804e-05,1.74638,0.174183
6.31894e-05,2.33416,0.222496
5.75741e-05,3.03578,0.272309
7.50786e-05,3.73812,0.357918
4.01576e-07,4.43075,0.448304
-2.88931e-05,5.16266,0.554433
-7.73282e-05,5.92455,0.677404
-0.000106194,6.68599,0.845331
-0.00015678,7.30094,0.884446
-0.000207201,8.03822,0.925394
-0.000239972,8.79772,0.940595
-0.000304153,9.56569,0.957478
-0.000363855,10.3621,0.994548
-0.000373248,11.1483,1.00814
-0.000420185,11.9766,1.01846
-0.000446281,12.8245,1.01606
-0.000546575,13.791,1.04602
