theta,tx,ty
-7.00809e-07,0.00276419,-0.00599048
-1.15089e-05,0.0167954,-0.00871504
-2.29826e-05,0.0328741,-0.0110385
-5.10472e-05,0.0629358,-0.0262095
-7.92012e-05,0.0799599,-0.0393127
-9.54666e-05,0.0853506,-0.0471476
-0.000112236,0.0905748,-0.055722
-0.000128164,0.0901628,-0.0610591
-0.000142376,0.0908425,-0.0670351
-0.000188038,0.0986497,-0.0871463
-0.000231684,0.107482,-0.108181
-0.000236721,0.123193,-0.106907
-0.000245383,0.144023,-0.106717
-0.000260246,0.171677,-0.102743
-0.000272657,0.197842,-0.0983172
-0.000267706,0.218882,-0.0636971
-0.000278206,0.228557,-0.0449568
-0.000291698,0.244338,-0.0254802
-0.000304317,0.256819,-0.0100925
