theta,tx,ty
-1.06218e-05,0.00400029,0.0150834
-8.28205e-06,0.0047137,0.0153984
-1.2288e-05,0.00442571,0.00987442
-1.91259e-05,0.00724656,0.00361674
-2.40201e-05,-0.00598938,-0.0052222
-2.66789e-05,-0.0191437,-0.0118693
-4.69364e-05,-0.0564876,-0.0198457
-5.12757e-05,-0.0817834,-0.0247273
-5.30455e-05,-0.088399,-0.0252493
-5.54652e-05,-0.0934341,-0.0231656
-6.07071e-05,-0.113766,-0.0229671
-6.57586e-05,-0.130332,-0.0237279
-9.39999e-05,-0.196806,-0.0315354
-9.86095e-05,-0.265783,-0.0324481
-0.000110563,-0.36875,-0.0271183
-0.000123909,-0.500179,-0.0178827
-0.000133651,-0.544118,-0.0137532
-0.000141959,-0.580603,-0.0103393
-0.000158581,-0.660727,0.00757472
