theta,tx,ty
-4.27875e-05,-0.0813701,-0.000956345
-8.35364e-05,-0.215013,-0.00719491
-0.000144633,-0.375966,-0.0184533
-0.000161012,-0.579669,-0.021924
-0.000201597,-0.802025,-0.0238337
-0.000283513,-1.01684,-0.0499855
-0.000327317,-1.17579,-0.0613837
-0.000370876,-1.37271,-0.0412985
-0.000426239,-1.58059,-0.0233016
-0.000453816,-1.72921,0.00897047
-0.000487193,-1.85628,0.032379
-0.000506642,-1.9836,0.0383686
-0.000557781,-2.1252,0.0439226
-0.000630403,-2.26153,0.0488731
-0.000652172,-2.41928,0.0468717
-0.000644912,-2.60601,0.0557681
-0.00063054,-2.70333,0.0618972
-0.000657274,-2.91203,0.0700722
-0.000662934,-3.03193,0.0621512
