theta,tx,ty
-3.47516e-05,1.71673,0.918808
-0.000107208,3.25598,1.8543
-0.000104704,4.84364,2.7315
-0.000146946,6.4065,3.63389
-0.000142417,7.95845,4.49061
-0.000200925,9.55184,5.35347
-0.000157501,11.1153,6.20716
-0.000152612,12.7033,7.02698
-0.000195607,14.2171,7.85079
-0.000207494,15.7573,8.63554
-0.000232251,17.2538,9.31474
-0.000107532,18.8975,10.1138
-0.00265596,19.7472,9.71615
0.00237142,10.0371,13.048
-0.000233123,9.03065,13.1309
-0.000980414,4.99026,7.48832
-0.00154232,5.73423,6.93151
-0.00214935,7.84808,8.9379
-0.0010016,4.00873,4.36045
