theta,tx,ty
-6.39162e-05,-0.093735,0.157278
-0.000110559,-0.200807,0.317404
-0.000169658,-0.31519,0.482404
-0.000269251,-0.513312,0.621107
-0.000296697,-0.651726,0.788815
-0.000375571,-0.777995,0.924432
-0.000408734,-0.94672,1.03686
-0.000481895,-1.08104,1.14615
-0.000568878,-1.20478,1.29485
-0.000625687,-1.37847,1.44378
-0.00064641,-1.58468,1.63311
-0.000728695,-1.66185,1.69021
-0.000773188,-1.82889,1.80847
-0.000788155,-1.92699,1.94739
-0.000847161,-2.06884,2.06238
-0.000903772,-2.18422,2.15907
-0.000932266,-2.26081,2.25548
-0.000979189,-2.40575,2.36724
-0.00102853,-2.55256,2.47423
