theta,tx,ty
-1.96643e-05,-0.835082,0.0700601
-1.3426e-05,-1.71256,0.177685
6.71162e-06,-2.58649,0.238329
-6.70946e-05,-3.57248,0.345131
-3.90841e-05,-4.5307,0.399443
-0.000157241,-5.51412,0.535867
-0.00011516,-6.58556,0.664181
-9.56228e-05,-7.59199,0.810184
-7.00136e-05,-8.62112,0.909452
-7.28807e-05,-9.8135,0.99348
-7.46011e-05,-10.8659,1.09183
-3.42158e-05,-12.0039,1.11812
-3.93294e-05,-13.2357,1.1667
-8.84795e-05,-14.3558,1.29176
-8.87586e-05,-15.6877,1.34777
-8.9669e-05,-16.9223,1.46063
-9.8044e-05,-18.3595,1.66517
1.51114e-05,-19.866,1.83296
-0.00122393,-20.1412,1.49769
