theta,tx,ty
-9.62083e-05,-0.354934,-0.412006
-0.00012465,-0.823522,-0.814577
-0.000106916,-1.16507,-1.19261
-0.000150388,-1.58386,-1.68813
-0.000173157,-2.02241,-2.01363
-0.000178086,-2.40647,-2.50815
-0.000158721,-2.89532,-2.90276
-0.000241977,-3.29212,-3.28838
-0.000272995,-3.81125,-3.69217
-0.000283772,-4.22136,-4.18865
-0.000321744,-4.7487,-4.5637
-0.000359884,-5.23279,-5.06143
-0.000385079,-5.76574,-5.39366
-0.000403737,-6.30547,-5.89407
-0.000429429,-6.85236,-6.35226
-0.000416642,-7.35651,-6.86897
-0.000443713,-7.87514,-7.35778
-0.000445057,-8.39678,-7.85347
-0.000484116,-8.92823,-8.34463
