theta,tx,ty
-4.08581e-05,-0.159796,-0.0685355
-7.28614e-05,-0.322459,-0.103106
-0.000122309,-0.460198,-0.142731
-0.000172686,-0.596849,-0.187973
-0.000206747,-0.71512,-0.23982
-0.00024331,-0.841942,-0.295978
-0.000261333,-0.966912,-0.340473
-0.000306226,-1.02798,-0.393758
-0.000360558,-1.10314,-0.44427
-0.000360323,-1.22414,-0.48261
-0.000417627,-1.32845,-0.520849
-0.000469062,-1.42869,-0.557926
-0.000473846,-1.54026,-0.586963
-0.000506298,-1.68512,-0.606897
-0.000500732,-1.78098,-0.626869
-0.000517724,-1.97346,-0.664479
-0.000564232,-2.13214,-0.69736
-0.000590438,-2.28554,-0.709873
-0.000604865,-2.39263,-0.715617
