theta,tx,ty
-5.81953e-05,0.0437423,0.91231
-0.000139016,0.087461,1.78556
-0.000242705,0.180553,2.74027
-0.000346487,0.212673,3.65938
-0.000393071,0.278743,4.60318
-0.000379783,0.291156,5.66714
-0.000341999,0.312895,6.70758
-0.000368584,0.259054,7.73337
-0.000321873,0.257737,8.90083
-0.00025395,0.305955,10.0369
-0.00011821,0.288656,11.0059
-4.81175e-05,0.232958,11.9993
5.94557e-05,0.0601557,12.8694
0.00224663,-1.11776,11.9884
0.00235016,0.473307,14.3836
-0.00422846,3.99166,11.1879
-0.000989281,4.28083,8.00347
-0.00238628,4.56424,7.79217
-0.00184428,2.73206,6.09716
