theta,tx,ty
1.78327e-05,-0.0755372,-0.0744748
2.85645e-05,-0.0889024,-0.0848494
3.79569e-05,-0.136377,-0.0875608
4.25441e-05,-0.198586,-0.0908683
8.00988e-05,-0.320486,-0.107122
8.36368e-05,-0.363287,-0.113345
9.88583e-05,-0.391657,-0.145873
0.000118895,-0.426637,-0.184999
0.000129965,-0.535927,-0.227359
0.000131853,-0.616042,-0.25671
0.000100525,-0.707923,-0.281718
9.48904e-05,-0.768269,-0.304972
9.37881e-05,-0.869384,-0.333904
7.84531e-05,-0.943861,-0.370309
4.81782e-05,-0.986483,-0.464241
4.27854e-05,-1.03341,-0.520491
7.21364e-05,-1.10286,-0.561941
7.0402e-05,-1.16555,-0.596896
0.000134629,-1.27352,-0.639636
