theta,tx,ty
-1.40743e-05,0.0619185,1.44276
5.65432e-06,0.119957,2.90287
-2.44259e-05,0.158157,4.30951
1.24923e-05,0.22827,5.79234
-3.15065e-06,0.339449,7.15986
-2.93263e-05,0.428803,8.49767
-6.39206e-05,0.48609,9.78602
-9.63558e-05,0.663978,11.1068
-0.000145579,0.796557,12.5206
-0.000149069,0.858524,13.9933
-0.000150388,1.00909,15.4549
-0.000189892,1.09749,16.9964
-0.000245914,1.10859,18.6445
-0.000336211,1.14549,20.26
0.000325135,1.32048,21.9794
-0.00181474,0.363731,7.4935
-0.000246703,3.19302,12.9111
-0.00205279,-0.0815403,10.0517
-0.00417114,-0.600032,10.5505
