theta,tx,ty
5.50426e-06,-0.0198346,-0.00819154
-8.93244e-06,-0.0456225,-0.0319425
-1.56198e-05,-0.0597499,-0.0485094
-1.89795e-05,-0.0685692,-0.0766693
-1.8323e-05,-0.0734266,-0.101759
-1.9065e-05,-0.106439,-0.111259
-1.91331e-05,-0.117913,-0.114123
-1.27334e-05,-0.140398,-0.118563
-7.08068e-06,-0.16272,-0.121385
-1.19084e-05,-0.217637,-0.126125
-2.41485e-05,-0.298634,-0.129904
-1.85671e-05,-0.304994,-0.130609
-1.6526e-05,-0.315951,-0.13253
-3.77551e-06,-0.367311,-0.13642
-4.12469e-08,-0.422587,-0.141991
7.21281e-06,-0.441928,-0.141187
1.09403e-05,-0.460941,-0.139507
1.06178e-05,-0.494211,-0.134368
4.93059e-06,-0.522999,-0.130574
