theta,tx,ty
-9.91254e-06,-0.0401113,0.00765704
-4.72559e-05,-0.118325,0.0135448
-6.80602e-05,-0.162247,0.0156063
-8.21162e-05,-0.186309,0.0252025
-9.76859e-05,-0.211487,0.0327907
-0.000108891,-0.216346,0.035119
-0.000115733,-0.214066,0.035741
-0.000140304,-0.174606,0.0273816
-0.000176977,-0.129765,0.0195604
-0.000216153,-0.0837067,0.0202388
-0.000268977,-0.0321005,0.0184549
-0.000272727,-0.00348629,0.0184855
-0.00027201,0.024162,0.020067
-0.000347706,0.0795623,0.0198063
-0.000392319,0.114434,0.0110237
-0.000464309,0.190312,-0.000759373
-0.000519639,0.252681,-0.0102758
-0.000605339,0.377187,0.00624562
-0.000641382,0.487119,0.0155297
