theta,tx,ty
-3.53581e-05,0.567382,0.113121
-9.09354e-05,1.04376,0.236015
-0.000100683,1.44325,0.324439
-0.000131922,1.75646,0.425913
-0.000117616,1.99137,0.51612
-0.000127207,2.19758,0.587759
-0.000125242,2.38177,0.631113
-0.00013342,2.53199,0.658762
-0.000151432,2.63225,0.687929
-0.000163925,2.73647,0.710207
-0.000178474,2.75409,0.722053
-0.000189819,2.74572,0.731522
-0.00020468,2.70784,0.745989
-0.000237714,2.66909,0.746519
-0.000294584,2.59486,0.737498
-0.000347001,2.5395,0.737329
-0.000403496,2.48014,0.720148
-0.000483902,2.37196,0.706244
-0.000573035,2.33533,0.695106
