theta,tx,ty
2.95437e-05,-0.0682302,0.0526189
3.68569e-05,-0.13404,0.0996298
3.90589e-05,-0.203355,0.114627
3.29605e-05,-0.270258,0.12647
6.81103e-05,-0.335784,0.140339
9.00446e-05,-0.391679,0.154031
0.000113942,-0.453213,0.187093
0.000115235,-0.45397,0.187432
0.000115106,-0.457865,0.188199
0.000150198,-0.550557,0.193104
0.000169188,-0.632525,0.199789
0.000160197,-0.712391,0.190735
0.000147778,-0.779328,0.181229
0.000130713,-0.848292,0.163614
0.000130995,-0.89673,0.156936
0.000136575,-0.937145,0.17124
0.000153404,-0.981614,0.185495
0.000166813,-1.03688,0.19135
0.000181115,-1.07201,0.191676
