theta,tx,ty
-2.71413e-06,-0.0108783,0.0273081
-2.90225e-06,-0.0100883,0.0656693
-2.56205e-05,0.11699,0.173143
-2.11046e-05,0.348462,0.257177
-3.37499e-06,0.672358,0.379329
3.01413e-05,0.932403,0.515893
3.87101e-05,1.11498,0.610519
4.81056e-05,1.30229,0.718272
8.98327e-05,1.52168,0.803831
0.000124339,1.68055,0.905468
8.16992e-05,1.78773,1.00208
5.92706e-05,1.84404,1.06672
6.52568e-05,1.8584,1.18712
2.55365e-05,1.86431,1.30281
1.45712e-05,1.87336,1.39808
-1.18591e-05,1.86114,1.47365
-2.52743e-05,1.69072,1.55017
-4.56836e-05,1.49033,1.64701
-5.26145e-05,1.26057,1.72444
