theta,tx,ty
-1.61135e-05,0.0110598,0.00522306
-2.17629e-05,-0.00338312,0.0228774
-3.33981e-05,-0.00289276,0.034408
-4.1889e-05,-0.00882691,0.0277902
-4.56285e-05,-0.0233439,0.0231067
-6.66123e-05,-0.0172236,0.00770487
-8.62957e-05,-0.0139072,-0.00950028
-0.000160681,-0.0130264,-0.0773533
-0.000183191,-0.00788172,-0.0982089
-0.000215211,-0.0228775,-0.11662
-0.000253831,-0.0369987,-0.13534
-0.000270285,-0.047213,-0.140728
-0.000309483,-0.0661143,-0.156047
-0.000351318,-0.0992315,-0.176745
-0.000393514,-0.161227,-0.188771
-0.00043976,-0.205488,-0.198042
-0.000491715,-0.246325,-0.204133
-0.000523753,-0.264546,-0.223798
-0.00054577,-0.28461,-0.246661
