theta,tx,ty
-7.94163e-06,0.453922,0.748292
2.24979e-05,0.975557,1.47254
-3.16497e-05,1.47491,2.11908
-0.000120711,1.97089,2.78921
-0.000202618,2.25538,3.2817
-0.000299973,2.7561,3.90731
-0.000407606,3.15745,4.4178
-0.000492708,3.54805,4.88313
-0.000558298,3.99458,5.3597
-0.000687319,4.44301,5.77306
-0.000837617,4.86988,6.18342
-0.000858058,5.18995,6.57355
-0.00098869,5.58031,6.96848
-0.0010135,5.89149,7.27966
-0.00113241,6.16935,7.5988
-0.00120294,6.42177,7.85486
-0.00129098,6.66825,8.11451
-0.00138682,6.88756,8.3909
-0.00149398,7.08368,8.61889
