theta,tx,ty
6.30424e-06,1.26103,-1.02697
2.05702e-06,2.60556,-2.05372
2.67883e-05,3.96327,-3.07888
2.92122e-05,5.3032,-4.08912
6.81524e-05,6.7555,-5.08511
9.26764e-05,8.18276,-6.0864
0.000119435,9.671,-7.02444
0.000114449,11.1045,-7.94792
0.000103175,12.6908,-8.91414
0.000164923,14.1427,-9.86728
0.000193295,15.7191,-10.7823
0.000262383,17.1733,-11.6203
0.000370415,18.8277,-12.5507
0.000585035,20.4468,-13.2161
0.00229938,10.6202,-10.3741
0.000632793,5.63811,-6.81622
0.00216811,5.09811,-6.02843
0.00214452,4.84554,-5.18097
0.00255657,4.71125,-5.38445
