theta,tx,ty
3.34279e-06,-0.040087,0.0498313
3.29317e-06,-0.0382848,0.0514651
-1.15736e-06,-0.0350573,0.0540873
-3.73027e-06,-0.0413405,0.0574553
-6.41077e-06,-0.0325218,0.0592284
-6.20972e-06,-0.0258056,0.0622654
-2.44997e-05,-0.0259364,0.0828378
-4.36693e-05,-0.0215381,0.109947
-4.069e-05,-0.0135807,0.148716
-5.33463e-05,-0.00860024,0.184719
-7.18523e-05,-0.00706636,0.232011
-0.000105381,-0.00864481,0.277858
-0.000115725,-0.0175577,0.298968
-0.000111106,-0.0178699,0.312346
-0.000131859,-0.00785555,0.329508
-0.000147987,0.000339462,0.346046
-0.000185196,0.00602462,0.377837
-0.000228314,0.00349229,0.40829
-0.000260799,0.00781207,0.446499
