theta,tx,ty
-6.41499e-05,1.83536,-0.200572
-0.00014213,3.60365,-0.439723
-9.24664e-05,5.21237,-0.691772
-0.000148941,6.84114,-0.87459
-0.00026944,8.39549,-1.00989
-0.000280557,9.94565,-1.12233
-0.000336754,11.3856,-1.27846
-0.000392801,12.8668,-1.44462
-0.000450466,14.232,-1.59129
-0.000521948,15.567,-1.73442
-0.000505488,16.8258,-1.78463
-0.000531578,18.0397,-1.85951
-0.00049088,19.2859,-1.89711
-0.000727024,20.2832,-1.92217
-0.000699525,21.2794,-1.88392
-0.000827585,22.2504,-1.89924
-0.00053761,23.3166,-2.66212
0.00137782,8.59819,0.452412
0.000793958,11.9087,-0.966984
