theta,tx,ty
-0.000107693,2.37694,-0.386969
-0.000171671,4.92064,-0.803872
-0.000206236,7.41563,-1.18299
-0.000256374,9.83558,-1.63965
-0.000238558,12.2397,-1.9909
-0.000336321,14.727,-2.30575
-0.000425832,17.2031,-2.71507
-0.000257965,19.7182,-2.85332
-0.000353007,22.1544,-2.96873
0.00152179,7.66764,0.791553
0.00087145,7.2956,0.681983
-0.005374,5.5974,-1.59389
0.00230725,6.36493,1.87767
0.00254561,3.76914,-1.25406
0.000940889,3.17744,-2.51211
0.00283093,3.74312,-2.03331
-0.000650522,4.4704,-0.0139716
0.00539157,3.27068,-0.197275
0.00323869,3.38178,-0.341397
