theta,tx,ty
-2.74809e-05,-0.0168646,0.00314409
-3.90734e-05,-0.0117515,0.0137694
-6.18985e-05,-0.00677496,0.0265594
-0.00010081,-0.00530246,0.0493837
-0.000128052,-0.0028985,0.0722046
-0.000147383,0.0248449,0.101021
-0.000174207,0.0664544,0.128135
-0.000212355,0.0860296,0.128476
-0.000232552,0.101454,0.128644
-0.000261876,0.131993,0.131366
-0.000283637,0.156229,0.133116
-0.000320534,0.177785,0.139186
-0.000371696,0.209299,0.147598
-0.000405803,0.237091,0.138877
-0.000435553,0.260439,0.133822
-0.000466048,0.278342,0.130042
-0.000506045,0.290133,0.138615
-0.000559646,0.303499,0.161124
-0.000600085,0.313171,0.182731
