theta,tx,ty
2.00117e-05,-3.22095,0.0858716
7.63981e-05,-6.62631,0.153163
0.000127391,-9.76153,0.210669
0.000113256,-12.3629,0.227658
2.94219e-05,-14.1903,0.242329
1.48948e-05,-15.8235,0.282022
0.000120644,-17.095,0.288418
0.000102322,-18.4073,0.353104
0.00345096,-18.7762,2.39287
0.000157595,-20.9266,0.389269
0.000744616,-22.7441,0.332902
0.000509048,-14.5837,-1.42604
0.001536,-13.5343,-1.1512
-0.000755094,-10.7486,0.169855
0.00136273,-10.9753,-0.864224
-0.000119548,-8.71874,0.269524
-0.000917526,-8.19749,-0.184558
-0.000842647,-10.4891,0.184433
-0.00157399,-9.56871,-0.037514
