theta,tx,ty
3.09857e-05,0.410337,-0.0979711
4.91997e-06,0.992858,-0.294599
5.0051e-05,1.45593,-0.451765
8.37322e-05,2.03434,-0.697752
8.04927e-05,2.56337,-0.863851
0.000103548,3.08342,-1.08646
7.2579e-05,3.65041,-1.35894
9.22413e-05,4.2409,-1.65946
5.9709e-05,4.91338,-1.93668
9.35993e-05,5.5733,-2.16832
8.50766e-05,6.2443,-2.52703
0.000155665,6.92379,-2.80423
0.00012506,7.69373,-3.14822
8.18556e-05,8.37832,-3.45689
6.48805e-05,9.10234,-3.8134
6.28687e-05,9.89336,-4.19367
0.000101297,10.7838,-4.82135
-6.20808e-05,11.5732,-5.161
-9.42314e-05,12.4622,-5.75643
