theta,tx,ty
-1.47265e-05,-0.0157108,0.00639101
-2.24679e-05,-0.0306587,0.0107796
-2.87958e-05,-0.058971,0.0199069
-3.76742e-05,-0.0826437,0.0245011
-2.34973e-05,-0.110248,0.0295025
-1.52218e-05,-0.135663,0.0340205
-2.03234e-05,-0.173742,0.0382959
-2.61604e-05,-0.21409,0.0413615
-2.80543e-05,-0.228009,0.0406029
-2.74572e-05,-0.237329,0.0411808
-3.38233e-05,-0.274894,0.0434248
-3.86779e-05,-0.299609,0.0424666
-4.2069e-05,-0.309609,0.0425584
-4.75114e-05,-0.315266,0.044169
-5.30158e-05,-0.331679,0.0473492
-5.87921e-05,-0.341912,0.0493444
-6.6354e-05,-0.346094,0.0497853
-6.87722e-05,-0.353208,0.0493761
-7.90855e-05,-0.360792,0.0429916
