theta,tx,ty
2.21294e-05,2.01869,-0.620191
1.21859e-05,4.04018,-1.20092
5.82218e-05,6.08621,-1.83885
4.63761e-05,8.11434,-2.47761
3.9649e-05,10.1521,-3.00115
6.91183e-05,12.2076,-3.56645
2.61402e-05,14.3589,-4.15144
4.06424e-05,16.425,-4.77849
5.80103e-05,18.5057,-5.29688
9.76713e-05,20.6925,-5.91384
6.60292e-05,22.9518,-6.00643
-0.0023218,26.3309,-3.45066
0.000408623,15.8843,-5.28967
-0.00305153,10.9427,-3.74919
-0.000293614,9.59948,-5.18279
-0.00280814,10.2577,-3.64012
-0.000556472,6.40605,-4.28683
-0.00227518,7.34638,-2.83109
-0.00353701,6.42655,-1.55654
