theta,tx,ty
5.11416e-06,2.26772,-1.1624
-2.18701e-05,4.53599,-2.32347
6.46015e-06,6.85009,-3.6786
1.57364e-05,9.09773,-4.9062
-4.83239e-05,11.3355,-6.15629
-7.6658e-05,13.5851,-7.49427
-6.02045e-05,15.836,-8.81777
-0.000176761,18.3507,-9.73237
0.0027542,8.2378,-5.88645
0.00200167,6.96887,-4.07252
0.0051474,8.61172,-5.39756
0.00664567,8.8349,-4.46002
0.00187624,5.59638,-3.05039
-0.000782147,5.59787,-3.32124
-6.83791e-05,4.61259,-1.08253
-0.000507854,3.57528,-2.0095
0.00103284,1.56195,-3.05737
-0.00117444,1.26934,-3.62862
6.43688e-05,4.42205,-2.58487
