theta,tx,ty
-6.66396e-05,-0.589372,-0.678849
-0.000126716,-1.12162,-1.29894
-0.00014255,-1.73949,-1.98022
-0.00023423,-2.31952,-2.57255
-0.000232145,-2.87567,-3.24069
-0.000277636,-3.44883,-3.88632
-0.000266121,-4.09673,-4.53385
-0.000283054,-4.67589,-5.14942
-0.00038125,-5.31708,-5.81687
-0.000410108,-6.00128,-6.43766
-0.000383291,-6.53654,-7.06425
-0.000436324,-7.15239,-7.73462
-0.000484745,-7.81082,-8.32052
-0.000516432,-8.42234,-8.97656
-0.000535579,-9.0565,-9.57786
-0.000574032,-9.69925,-10.2502
-0.000609282,-10.2787,-10.8437
-0.00101395,-11.071,-11.6739
-0.000976075,-11.7628,-12.3326
