theta,tx,ty
-3.10158e-05,1.98414,-1.01717
-2.86278e-05,3.98898,-2.03644
-4.9903e-05,6.00917,-3.06406
-7.80128e-05,7.92549,-4.11506
-0.000126606,9.91712,-5.24423
-0.000120917,11.9356,-6.32162
-0.000114598,13.9768,-7.50716
-0.000115468,16.0913,-8.63155
-0.000177954,18.2429,-9.63829
0.000408352,7.56731,-4.72849
-0.00255683,8.49301,-4.43679
-0.000889384,7.69129,-3.15919
-0.000709008,7.10794,-2.79972
0.00229376,8.41665,-0.872787
0.000206314,6.09284,-2.61053
0.000754905,6.27006,-1.74389
0.000556881,5.82997,-2.38485
0.0022729,4.70282,-2.5768
0.00326646,4.96008,-2.46738
