theta,tx,ty
-6.72831e-05,2.01532,0.0312837
-0.000111864,4.02912,0.0442249
-0.000199871,6.05844,0.0367379
-0.000289485,8.11658,0.0661665
-0.000362948,10.1901,0.0318895
-0.000462052,12.2813,0.0278517
-0.00057114,14.4187,0.030912
-0.000603835,16.4817,-0.0130264
-0.000726461,18.6031,-0.029844
-0.000802175,20.6648,-0.0466641
-0.000929475,22.8958,-0.0225362
0.00186302,15.7658,2.34386
7.04318e-05,8.26819,1.15853
-0.000410806,8.8908,1.28265
-0.000142474,7.50676,1.55866
0.00188194,7.18419,2.72265
-0.00100869,8.46139,2.03582
2.05701e-05,7.94446,2.55789
-0.000918896,9.78375,3.18709
