theta,tx,ty
5.50593e-05,1.24617,0.0687168
0.000153986,2.52094,0.172889
0.000136467,3.89036,0.245778
0.00020374,5.27976,0.353038
0.000233088,6.78607,0.50549
0.000292715,8.0986,0.592709
0.000313574,9.55229,0.753904
0.000384091,10.9351,0.937348
0.000417114,12.2552,1.15018
0.000478014,13.6311,1.33583
0.000469671,15.1855,1.55463
0.000428043,17.2253,1.76578
0.000675684,19.3469,1.97991
0.000740241,21.2876,2.10596
0.000744676,22.974,2.28509
0.00417097,14.7786,4.79576
0.00357389,22.3939,4.25497
0.00378636,12.4737,4.3488
0.00475015,12.0253,6.58071
