theta,tx,ty
-2.51998e-05,0.0207391,0.00114054
-5.73156e-05,0.0534072,0.00359777
-9.23666e-05,0.10477,0.00662296
-0.000100393,0.147765,0.00737021
-0.000116563,0.206196,0.00933892
-0.00012579,0.342501,0.00811254
-0.000151537,0.487862,0.00247112
-0.000164302,0.538614,0.00753868
-0.000170572,0.60288,0.01361
-0.000183401,0.667202,0.0138367
-0.0001938,0.715259,0.0151721
-0.000250223,0.836884,0.0230368
-0.000305287,0.92316,0.0397855
-0.00038459,1.03314,0.0987648
-0.000486229,1.12996,0.166987
-0.000669077,1.27638,0.282208
-0.000812369,1.45011,0.392153
-0.000888818,1.57528,0.565171
-0.000985481,1.71696,0.746879
