theta,tx,ty
-1.25268e-05,-0.0632844,-0.0247607
-2.69024e-05,-0.114139,-0.0511238
-1.86128e-05,-0.152943,-0.0662519
-1.55378e-05,-0.179895,-0.0777252
-5.65294e-06,-0.217937,-0.109048
-2.10506e-06,-0.243272,-0.133323
-1.50384e-05,-0.27404,-0.148434
-3.57886e-05,-0.31015,-0.166309
-3.5326e-05,-0.333948,-0.18715
-2.38281e-05,-0.354199,-0.205933
-5.90525e-05,-0.385208,-0.251778
-6.21529e-05,-0.404848,-0.271558
-5.0895e-05,-0.453805,-0.294872
-8.88836e-05,-0.503423,-0.340215
-8.26015e-05,-0.538091,-0.356562
-6.54437e-05,-0.567428,-0.375998
-6.23609e-05,-0.580193,-0.391445
-6.95682e-05,-0.580005,-0.400257
-6.47801e-05,-0.580908,-0.441396
