theta,tx,ty
-1.97914e-05,-0.0370603,-0.0237999
-2.29235e-05,-0.0380926,-0.0246934
-0.00012199,-0.0845949,-0.10877
-0.000199771,-0.151767,-0.185912
-0.00034195,-0.192629,-0.327754
-0.000492787,-0.247399,-0.48365
-0.000623634,-0.31626,-0.639147
-0.000752467,-0.388498,-0.779497
-0.000816445,-0.444979,-0.932621
-0.000865148,-0.541986,-1.06569
-0.000890583,-0.746266,-1.22756
-0.000936186,-0.938594,-1.36166
-0.00103586,-1.09259,-1.51633
-0.00104557,-1.37172,-1.68432
-0.00106095,-1.5922,-1.86844
-0.00110419,-1.79971,-2.04615
-0.00114913,-2.04645,-2.25388
-0.00114312,-2.35254,-2.51025
-0.0011269,-2.65012,-2.76858
