theta,tx,ty
-2.96758e-06,0.0528601,0.580628
-1.61141e-05,0.0889152,1.08207
-5.89264e-05,0.131235,1.58119
-4.96126e-05,0.179773,2.03023
-6.13247e-05,0.250687,2.40177
-0.000116314,0.271694,2.84355
-0.000142208,0.313829,3.13438
-0.000157961,0.368869,3.50108
-0.000154343,0.367664,3.7913
-0.000136145,0.363499,4.07071
-0.000117911,0.337891,4.36556
-0.0001202,0.312246,4.67556
-0.00011311,0.265067,4.95047
-0.000142791,0.215494,5.19528
-0.000139061,0.145578,5.4321
-0.000145091,0.0954378,5.6982
-0.000163412,0.0140429,5.8765
-0.000185112,-0.0518442,6.0298
-0.000242377,-0.0759854,6.12687
