theta,tx,ty
4.91217e-06,1.24239,-0.0175421
7.86066e-06,2.64012,-0.0273461
9.69974e-06,3.92633,-0.0312958
4.29694e-05,5.24521,-0.000196417
4.84118e-05,6.73224,0.0076693
6.71447e-05,8.07677,0.0342779
8.92693e-05,9.47059,0.0411557
9.27676e-05,11.0072,0.0457267
8.95428e-05,12.5193,0.0412704
8.90612e-05,14.051,0.0226362
0.000125847,15.609,-0.00791194
0.000147178,17.0951,0.00705175
0.000139908,18.7827,0.025049
0.000137951,20.3731,0.0335328
8.83712e-05,21.9547,-0.344576
0.00107941,23.991,-0.411987
0.00328172,18.3205,1.96237
0.00325275,7.47663,2.48919
0.00366456,8.55754,2.14136
