theta,tx,ty
4.05429e-05,-0.1919,-0.0106565
0.000128848,-0.483033,-0.0187796
0.000194468,-0.759688,-0.0114998
0.000214825,-0.985957,0.00866313
0.000219563,-1.19734,0.0198952
0.000277719,-1.40597,0.0485263
0.0003405,-1.62219,0.0771255
0.000363343,-1.86811,0.0981741
0.000389469,-2.08353,0.123212
0.000466016,-2.32361,0.172416
0.00055877,-2.56484,0.24543
0.000572942,-2.77835,0.258301
0.000606956,-2.99902,0.274217
0.000694678,-3.21791,0.320593
0.000780154,-3.4392,0.37198
0.000800106,-3.69805,0.385206
0.000818277,-3.92822,0.39344
0.000892635,-4.14526,0.41915
0.000958077,-4.40563,0.442056
