theta,tx,ty
0.00013177,-0.225551,-0.00938066
0.000240121,-0.449834,-0.015425
0.000372,-0.660627,-0.0821796
0.00048838,-0.823662,-0.158322
0.000641401,-0.981832,-0.286518
0.000782433,-1.13372,-0.41081
0.000924135,-1.25161,-0.595882
0.00111477,-1.39428,-0.824493
0.0012338,-1.4511,-1.08763
0.00139402,-1.52532,-1.37442
0.00151508,-1.56708,-1.73088
0.00166661,-1.64526,-2.09327
0.00178314,-1.68244,-2.5535
0.00194063,-1.71804,-2.96537
0.00204707,-1.74914,-3.45513
0.00221885,-1.78093,-3.97444
0.00235335,-1.83371,-4.49466
0.00249476,-1.81799,-5.0973
0.00263532,-1.78943,-5.63219
