theta,tx,ty
-2.32398e-05,0.0799992,-0.140691
-2.70773e-05,0.126161,-0.359393
-3.14131e-05,0.162302,-0.639272
-4.33542e-05,0.174901,-0.885805
-6.73154e-05,0.178702,-1.08915
-7.8446e-05,0.188758,-1.34843
-9.06781e-05,0.189388,-1.65842
-8.3685e-05,0.137385,-1.94535
-0.000143085,0.0689038,-2.22654
-0.000182905,-0.00668383,-2.62803
-0.00014121,-0.165551,-3.02609
-0.000220376,-0.312561,-3.4338
-0.000258213,-0.433478,-3.84055
-0.000258568,-0.7151,-4.26216
-0.000254694,-0.947813,-4.75352
-0.000279421,-1.1385,-5.18417
-0.000318723,-1.39029,-5.66588
-0.000325637,-1.6868,-6.1026
-0.000381124,-2.00861,-6.67035
