theta,tx,ty
-5.50001e-06,-0.0584883,-0.00454318
7.97104e-06,-0.128384,-0.000606621
2.4717e-07,-0.209483,-0.00131206
-9.6246e-06,-0.289227,0.000582654
-1.70332e-05,-0.368648,0.000716614
-2.54113e-05,-0.469951,-0.00414204
-2.92172e-05,-0.591433,-0.00622173
-5.0524e-05,-0.699052,-0.007123
-4.99163e-05,-0.731756,-0.00236635
-5.42089e-05,-0.825781,0.000453241
-4.83509e-05,-0.912028,0.00360837
-5.9058e-05,-0.935893,0.00794677
-8.31903e-05,-0.98271,0.00822187
-5.99585e-05,-1.07618,0.0145089
-5.07231e-05,-1.11957,0.0217091
-4.99785e-05,-1.16689,0.033127
-3.38651e-05,-1.24388,0.0504529
-3.52407e-05,-1.27235,0.0696777
-3.5173e-05,-1.28572,0.078744
