theta,tx,ty
-2.30302e-06,-0.0237567,-0.0215933
-2.13392e-06,-0.0255399,-0.0225287
-2.93547e-06,-0.0257136,-0.0221136
-4.8918e-06,-0.0398904,-0.0204274
-6.16639e-06,-0.0564827,-0.0247533
3.91706e-07,-0.132095,-0.0290421
-6.58114e-08,-0.165936,-0.0308711
1.96532e-06,-0.205305,-0.0283096
1.79502e-07,-0.264837,-0.0251897
8.58595e-06,-0.313183,-0.0231107
1.36277e-05,-0.351614,-0.0235085
2.99243e-06,-0.487252,-0.026063
-2.3994e-06,-0.591691,-0.0305147
-2.75231e-06,-0.636043,-0.0302982
8.4764e-07,-0.673024,-0.0319843
-5.93325e-06,-0.760763,-0.0373441
-1.29719e-05,-0.795976,-0.0400238
-8.4967e-06,-0.877878,-0.0421484
-1.02831e-05,-0.949737,-0.0486424
