theta,tx,ty
2.42434e-05,1.65346,0.423601
3.42189e-05,3.17279,0.928992
2.87967e-05,4.75354,1.34579
-2.32601e-05,6.13802,1.8591
-7.15255e-05,7.53778,2.29347
-0.000118344,8.93652,2.82173
-0.000128395,10.2429,3.25721
-0.000148294,11.4269,3.65893
-0.000192659,12.7509,4.08576
-0.000246643,13.9987,4.57192
-0.000227936,15.1052,5.013
-0.000297863,16.2603,5.40797
-0.000298252,17.3992,5.81671
-0.000418121,18.3707,6.18
-0.000505176,19.3413,6.53351
-0.000826603,20.4958,6.96742
-0.00144505,21.385,7.52862
-0.000125728,10.1105,9.75606
0.00159248,7.69536,9.44051
