theta,tx,ty
-4.13652e-06,-0.00369581,-0.00288
-4.40162e-06,-0.00585351,-0.00448786
-6.41084e-07,-0.00923459,-0.00849404
5.71386e-07,-0.0140782,-0.0134429
6.80152e-06,-0.0388744,-0.0253934
1.16208e-05,-0.0634356,-0.0374825
1.34805e-06,-0.140366,-0.053695
-7.94464e-06,-0.178392,-0.0633316
7.96646e-06,-0.201059,-0.067299
3.29749e-05,-0.228039,-0.0717933
4.28589e-05,-0.248926,-0.0833808
4.67447e-05,-0.260062,-0.0903344
4.51177e-05,-0.310359,-0.0965119
3.30061e-05,-0.375408,-0.101569
5.64888e-05,-0.422044,-0.106328
8.85998e-05,-0.479167,-0.114298
9.05112e-05,-0.561088,-0.219939
8.55093e-05,-0.571872,-0.227143
3.91955e-05,-0.615506,-0.245874
