theta,tx,ty
-9.49755e-06,0.0217285,0.00663817
-2.09176e-05,0.0323396,0.00957119
-3.33144e-05,0.0326404,0.0112151
-4.36357e-05,0.0327636,0.0124089
-5.20593e-05,0.0186203,0.0145981
-6.13908e-05,0.0129664,0.0177047
-7.91757e-05,0.0112952,0.0299154
-0.000101178,0.0101606,0.0456019
-0.000119058,-0.000210159,0.0584173
-0.00013369,-0.0128659,0.069945
-0.000161226,-0.0202055,0.0904142
-0.000174768,-0.0213917,0.103205
-0.000183572,-0.0251281,0.109926
-0.000191448,-0.0231386,0.114544
-0.000241196,-0.00952424,0.137837
-0.000266109,-0.0118944,0.152749
-0.000272864,-0.00836026,0.157239
-0.000278727,-0.00587242,0.163626
-0.000318233,0.00802058,0.19322
