theta,tx,ty
-3.35103e-05,0.0678356,-0.0297362
-4.12779e-05,0.0979671,-0.0432185
-5.88566e-05,0.150723,-0.056
-7.82905e-05,0.202661,-0.0733502
-0.000140721,0.304112,-0.133351
-0.000169731,0.42157,-0.181192
-0.000191421,0.472587,-0.209496
-0.000205674,0.503107,-0.224412
-0.000230926,0.594129,-0.229511
-0.000259067,0.675322,-0.242823
-0.000270799,0.713853,-0.257564
-0.000278697,0.755264,-0.263442
-0.000298564,0.799117,-0.28367
-0.000316414,0.839201,-0.295492
-0.000327951,0.847923,-0.30236
-0.000342311,0.85581,-0.305671
-0.000344867,0.863614,-0.320125
-0.000346264,0.881539,-0.333864
-0.000378135,0.900422,-0.381252
