theta,tx,ty
-8.20676e-06,0.00168572,-0.00996865
-2.66731e-05,0.00484075,-0.0252595
-3.1683e-05,0.00789969,-0.0282615
-3.23833e-05,0.00961463,-0.0295256
-4.64727e-05,0.02736,-0.0391107
-5.75541e-05,0.0428164,-0.0465825
-8.36954e-05,0.0756294,-0.0613342
-9.46217e-05,0.0963593,-0.068829
-9.90039e-05,0.0990123,-0.0722694
-0.000103759,0.102458,-0.0765404
-0.000110069,0.101941,-0.0787858
-0.000118014,0.0953166,-0.0824336
-0.000142372,0.0848502,-0.0791261
-0.000159707,0.0788819,-0.0742059
-0.000164591,0.0638299,-0.0695492
-0.00016481,0.0441693,-0.0630046
-0.000173762,0.0338914,-0.0505842
-0.000188467,0.0202273,-0.0347533
-0.000197734,0.0107669,-0.0223298
