theta,tx,ty
-2.03851e-05,2.37655,-1.11426
-0.000160615,4.98432,-2.29173
-0.000207634,7.49856,-3.37718
-0.000284588,9.9661,-4.54358
-0.00034272,12.4895,-5.64747
-0.000371224,14.9493,-6.76308
-0.000446252,17.4851,-7.88063
-0.00141032,21.3224,-7.76155
-0.00276452,22.2746,-11.2233
0.00245457,10.3398,-3.62534
0.000171893,6.6175,-2.71497
-0.000333433,6.21773,-3.30597
-0.000754529,5.46825,-2.88732
-0.000114368,3.75379,-2.30376
-0.000125743,4.41398,-1.41246
0.0029144,5.44488,-1.83671
0.00143535,5.04778,-2.88327
0.00397509,2.9955,-1.52417
0.000994944,4.3271,-0.836226
