theta,tx,ty
-5.21095e-05,0.519094,0.255795
-0.000101562,1.01215,0.548027
-0.000156631,1.44593,0.83159
-0.000140421,1.73293,1.04123
-0.000188261,1.9324,1.24611
-0.000268879,2.08166,1.49837
-0.000302078,2.30905,1.73111
-0.000304062,2.50779,1.85641
-0.000337269,2.66893,2.00631
-0.000370623,2.77681,2.15019
-0.000411315,2.81794,2.3497
-0.000430048,2.79618,2.40345
-0.00042425,2.6207,2.55471
-0.000331473,2.35031,2.64502
-0.000256665,2.13391,2.74063
-0.000219768,1.9178,2.79519
-0.000228279,1.82842,2.85001
-0.000214571,1.74744,2.90772
-0.000171051,1.7235,2.96818
