theta,tx,ty
2.48756e-05,-0.200654,0.0115123
3.60087e-05,-0.449398,0.028849
6.76e-05,-0.746839,0.0483614
8.43561e-05,-0.940841,0.0534116
0.000143493,-1.1493,0.061411
0.000142948,-1.36534,0.0576979
0.00017181,-1.62219,0.0601888
0.000200453,-1.84064,0.0684922
0.000226664,-1.98662,0.0712148
0.000256857,-2.13832,0.0765726
0.00030086,-2.35149,0.0755302
0.000320332,-2.53747,0.0670855
0.000365542,-2.73012,0.0558029
0.000408454,-2.88933,0.0505328
0.00040013,-3.04427,0.0232867
0.000418814,-3.19008,-7.57413e-05
0.000476398,-3.3717,-0.0447426
0.000518715,-3.54249,-0.064043
0.000545206,-3.71708,-0.076057
