theta,tx,ty
-2.23046e-05,-0.0896333,-0.0375501
-2.89517e-05,-0.10059,-0.0411288
-1.98258e-05,-0.155845,-0.0456963
-6.89582e-06,-0.229611,-0.0481773
3.24696e-06,-0.320174,-0.060312
7.41107e-06,-0.385524,-0.0782487
1.50934e-05,-0.484691,-0.135979
3.05381e-05,-0.533998,-0.165612
3.62941e-05,-0.621811,-0.176119
4.86135e-05,-0.713589,-0.182076
3.08603e-05,-0.779833,-0.190821
2.53579e-05,-0.822803,-0.199566
3.01422e-05,-0.843116,-0.239512
2.889e-05,-0.851392,-0.245818
5.06997e-05,-0.874498,-0.254076
8.11169e-05,-0.891504,-0.280006
0.000116937,-0.908102,-0.306301
0.000136231,-0.92257,-0.340075
0.000156126,-0.943791,-0.375519
