theta,tx,ty
2.0865e-07,2.2685,-0.210334
-3.95223e-05,4.67279,-0.499608
-4.06959e-06,6.98651,-0.786916
-4.06449e-05,9.41538,-1.11211
-6.20495e-06,11.7328,-1.49839
-7.74241e-06,14.1437,-1.8259
6.28116e-06,16.5206,-2.13802
7.10138e-06,18.9145,-2.58167
5.95108e-05,21.338,-2.55676
-0.000236068,23.6345,-4.12692
0.00367432,17.3683,-0.782245
0.00467861,13.352,-1.20918
0.00602811,16.0465,-1.69838
0.00776089,11.3815,-1.33279
0.00612503,9.15714,-2.36842
0.00676578,10.1308,-2.06495
0.0070151,7.80913,-2.54973
0.00553922,5.99991,-2.83937
0.00284138,4.8246,-0.794998
