theta,tx,ty
-2.57534e-05,-0.014767,0.0140483
-3.55347e-05,-0.0046009,0.0160979
-4.57389e-05,0.000507788,0.0103934
-6.17755e-05,0.0019631,0.000638302
-7.02371e-05,0.033383,-0.022401
-7.03247e-05,0.0577463,-0.0240139
-6.84261e-05,0.0783669,-0.0253965
-7.425e-05,0.112798,-0.0388226
-8.54925e-05,0.144272,-0.0559393
-8.27328e-05,0.164393,-0.0540001
-8.07612e-05,0.187181,-0.0496704
-7.21361e-05,0.211794,-0.0219769
-5.74976e-05,0.239568,-0.00251988
-6.44965e-05,0.257016,0.00864746
-5.97449e-05,0.26576,0.0189894
-7.91548e-05,0.272951,0.0390314
-9.01334e-05,0.281358,0.0577881
-9.78353e-05,0.269778,0.0626818
-0.000104094,0.262215,0.0665321
