theta,tx,ty
9.88329e-06,-0.0345416,-0.00539801
2.91982e-06,-0.079513,-0.00360826
-7.73886e-06,-0.146678,-0.00521043
-1.84735e-05,-0.205834,-0.004999
-8.68457e-06,-0.266193,-0.00114616
-3.40858e-06,-0.305603,0.00389197
-3.44234e-06,-0.351648,0.00334128
8.37199e-06,-0.418368,0.00603275
1.55152e-05,-0.460292,0.0142417
2.42621e-05,-0.500598,0.0197747
2.58647e-05,-0.589483,0.0252139
3.0503e-05,-0.660257,0.0309563
3.02e-05,-0.692833,0.0238933
4.18668e-05,-0.729985,0.0163626
5.33855e-05,-0.813843,0.0091508
5.98427e-05,-0.85883,0.00704604
5.85606e-05,-0.89738,0.0147607
6.74932e-05,-0.918619,0.0175468
7.28222e-05,-0.947139,0.0318051
