theta,tx,ty
6.24429e-05,1.44776,1.36756
9.26495e-05,2.9487,2.74713
8.91687e-05,4.4647,4.00032
0.000166076,5.97138,5.31151
0.000175839,7.52866,6.61434
0.000177721,9.05014,7.90696
0.000134507,10.6351,9.12303
8.73524e-05,12.099,10.2533
-0.00864896,4.65288,6.09779
-0.00307582,3.06076,4.19908
-0.00365523,4.52515,5.88105
-0.00251181,6.45598,4.31763
-0.00358299,4.41101,3.80786
-0.00226081,3.93015,3.85498
-0.000639022,3.53629,5.28347
-0.00263343,2.95396,3.85916
-0.00439687,3.42965,5.1384
0.000494028,4.92106,3.76081
0.000688813,4.30242,4.1825
