theta,tx,ty
3.39112e-05,0.0449541,1.61829
4.4428e-05,0.122175,3.31521
4.78429e-05,0.173651,4.97868
1.70951e-05,0.140505,6.59455
7.98461e-05,0.165987,8.18413
6.06415e-05,0.11847,9.88695
1.96233e-05,0.0310171,11.5217
5.33083e-05,-0.112513,13.1524
8.67261e-05,-0.318298,14.812
1.77706e-05,-0.503744,16.4834
6.69921e-05,-0.757894,18.1947
5.13695e-05,-0.93645,19.7997
0.000110849,-1.13347,21.3831
-0.000846454,2.73806,14.7737
-0.00182311,2.24826,12.847
-0.00171709,-2.28536,27.2334
-0.00245351,1.99633,8.79117
-0.0016008,0.901518,8.64108
-0.00222246,1.47448,8.04115
