theta,tx,ty
-4.73089e-05,2.72568,-0.650923
-5.73246e-05,5.48188,-1.18452
-0.000103458,8.12535,-1.74634
-0.000183009,10.901,-2.31751
-0.000203907,13.5747,-2.8605
-0.000251372,16.294,-3.33796
-0.000215929,19.0216,-3.90221
-0.00444077,21.8027,-3.87344
0.00164739,12.5125,-2.18721
0.00386499,12.9293,-1.96298
0.0016258,7.75906,-0.391269
-0.000323832,7.13278,-0.55056
0.00173921,5.60843,-1.89057
0.00287609,5.79603,-0.644912
0.0014088,4.09734,-0.211913
0.000783132,3.46723,-0.0890489
0.000981548,3.56177,-0.21107
-0.000670509,4.39953,-1.08853
0.000620327,3.83169,-0.589258
