theta,tx,ty
4.40466e-06,-0.0712878,0.0209067
8.2295e-06,-0.145832,0.038011
-3.8166e-05,-0.258129,0.0726001
-4.42467e-05,-0.338366,0.106741
-4.37339e-05,-0.399757,0.138944
-3.56521e-05,-0.450702,0.168741
-7.17416e-05,-0.531366,0.213347
-0.000111679,-0.612293,0.255659
-0.000137927,-0.716175,0.283971
-0.000145133,-0.779831,0.314068
-0.000167074,-0.872887,0.337066
-0.000168271,-0.960559,0.358669
-0.000165568,-1.02056,0.362653
-0.000192331,-1.07667,0.37345
-0.000208339,-1.11643,0.384954
-0.000209068,-1.14873,0.389963
-0.000210932,-1.20589,0.387942
-0.000264945,-1.29562,0.378257
-0.00027403,-1.32505,0.351784
