theta,tx,ty
2.76911e-05,0.139031,0.709468
3.78916e-06,0.327608,1.3328
-3.78087e-06,0.561922,2.01184
4.85579e-06,0.847684,2.76216
-1.69984e-05,1.07384,3.48297
-6.68818e-07,1.37754,4.22225
-1.24851e-05,1.70408,4.9842
-2.2644e-05,2.00202,5.82354
-4.64518e-05,2.44154,6.71115
-4.1671e-05,2.82125,7.5271
-7.92581e-05,3.21396,8.47489
-7.1554e-05,3.75909,9.39512
-4.49521e-05,4.15934,10.2765
-9.36212e-05,4.69839,11.1854
8.04009e-05,5.23387,12.168
-0.000758561,5.82484,13.1368
0.00283858,6.57243,14.2518
0.000209927,6.7016,15.675
0.00269054,3.85828,2.57011
