theta,tx,ty
-2.77861e-05,0.0199664,0.00404792
-4.05731e-05,0.0268797,0.0251206
-5.24888e-05,0.0353715,0.0383324
-6.01653e-05,0.0384981,0.0465723
-6.4623e-05,0.0413227,0.0541406
-7.10848e-05,0.0391896,0.0686874
-7.17848e-05,0.0351177,0.0737337
-6.6945e-05,0.0145293,0.0821771
-6.58644e-05,0.00377284,0.090585
-5.66624e-05,0.00973774,0.101528
-5.29212e-05,0.0118494,0.108222
-6.86397e-05,0.0166459,0.117063
-8.45193e-05,0.0271137,0.128385
-0.000105657,0.032833,0.169976
-0.000108208,0.0316737,0.190149
-0.000117308,0.020954,0.242645
-0.000125279,0.0157072,0.288453
-0.000145957,0.0147505,0.352257
-0.000145236,0.017734,0.359765
